systematic_id	chromosome	primary_name	category	merged_into
SPNCRNA.6202	II		added	
SPNCRNA.6203	II		added	
SPNCRNA.6204	II		added	
SPNCRNA.6205	II		added	
SPNCRNA.6206	II		added	
SPNCRNA.6207	II		added	
SPNCRNA.6208	II		added	
SPNCRNA.6209	II		added	
SPNCRNA.621	I		added_and_changed	
SPNCRNA.6210	II		added	
SPNCRNA.6211	II		added	
SPNCRNA.6212	II		added	
SPNCRNA.6213	II		added	
SPNCRNA.6214	II		added	
SPNCRNA.6215	II		added	
SPNCRNA.6216	II		added	
SPNCRNA.6217	II		added	
SPNCRNA.6218	II		added	
SPNCRNA.6219	II		added	
SPNCRNA.622	I		added_and_changed	
SPNCRNA.6220	II		added	
SPNCRNA.6221	II		added	
SPNCRNA.6222	II		added	
SPNCRNA.6223	II		added	
SPNCRNA.6224	II		added	
SPNCRNA.6225	II		added	
SPNCRNA.6226	II		added	
SPNCRNA.6227	II		added	
SPNCRNA.6228	II		added	
SPNCRNA.6229	II		added	
SPNCRNA.623	I		added_and_changed	
SPNCRNA.6230	II		added	
SPNCRNA.6231	II		added	
SPNCRNA.6232	II		added	
SPNCRNA.6233	II		added	
SPNCRNA.6234	II		added	
SPNCRNA.6235	II		added	
SPNCRNA.6236	II		added	
SPNCRNA.6237	II		added	
SPNCRNA.6238	II		added	
SPNCRNA.6239	II		added	
SPNCRNA.624	I		added_and_changed	
SPNCRNA.6240	II		added	
SPNCRNA.6241	II		added	
SPNCRNA.6242	II		added	
SPNCRNA.6243	II		added	
SPNCRNA.6244	II		added	
SPNCRNA.6245	II		added	
SPNCRNA.6246	II		added	
SPNCRNA.6247	II		added	
SPNCRNA.6248	II		added	
SPNCRNA.6249	II		added	
SPNCRNA.625	I		added_and_changed	
SPNCRNA.6250	II		added	
SPNCRNA.6251	II		added	
SPNCRNA.6252	II		added	
SPNCRNA.6253	II		added	
SPNCRNA.6254	II		added	
SPNCRNA.6255	II		added	
SPNCRNA.6256	II		added	
SPNCRNA.6257	II		added	
SPNCRNA.6258	II		added	
SPNCRNA.6259	II		added	
SPNCRNA.626	I		added_and_changed	
SPNCRNA.6260	II		added	
SPNCRNA.6261	II		added	
SPNCRNA.6262	II		added	
SPNCRNA.6263	II		added	
SPNCRNA.6264	II		added	
SPNCRNA.6265	II		added	
SPNCRNA.6266	II		added	
SPNCRNA.6267	II		added	
SPNCRNA.6268	II		added	
SPNCRNA.6269	II		added	
SPNCRNA.627	I		added_and_changed	
SPNCRNA.6270	II		added	
SPNCRNA.6271	II		added	
SPNCRNA.6272	II		added	
SPNCRNA.6273	II		added	
SPNCRNA.6274	II		added	
SPNCRNA.6275	II		added	
SPNCRNA.6276	II		added	
SPNCRNA.6277	II		added	
SPNCRNA.6278	II		added	
SPNCRNA.6279	II		added	
SPNCRNA.628	I		added_and_changed	
SPNCRNA.6280	II		added	
SPNCRNA.6281	II		added	
SPNCRNA.6282	II		added	
SPNCRNA.6283	II		added	
SPNCRNA.6284	II		added	
SPNCRNA.6285	II		added	
SPNCRNA.6286	II		added	
SPNCRNA.6287	II		added	
SPNCRNA.6288	II		added	
SPNCRNA.6289	II		added	
SPNCRNA.629	I		added_and_changed	
SPNCRNA.6290	II		added	
SPNCRNA.6291	II		added	
SPNCRNA.6292	II		added	
SPNCRNA.6293	II		added	
SPNCRNA.6294	II		added	
SPNCRNA.6295	II		added	
SPNCRNA.6296	II		added	
SPNCRNA.6297	II		added	
SPNCRNA.6298	II		added	
SPNCRNA.6299	II		added	
SPNCRNA.63	I	prl63	added_and_removed	
SPNCRNA.630	I		added_and_changed	
SPNCRNA.6300	II		added	
SPNCRNA.6301	II		added	
SPNCRNA.6302	II		added	
SPNCRNA.6303	II		added	
SPNCRNA.6304	II		added	
SPNCRNA.6305	II		added	
SPNCRNA.6306	II		added	
SPNCRNA.6307	II		added	
SPNCRNA.6308	II		added	
SPNCRNA.6309	II		added	
SPNCRNA.631	I		added_and_changed	
SPNCRNA.6310	II		added	
SPNCRNA.6311	II		added	
SPNCRNA.6312	II		added	
SPNCRNA.6313	II		added	
SPNCRNA.6314	II		added	
SPNCRNA.6315	II		added	
SPNCRNA.6316	II		added	
SPNCRNA.6317	II		added	
SPNCRNA.6318	II		added	
SPNCRNA.6319	II		added	
SPNCRNA.632	I		added_and_changed	
SPNCRNA.6320	II		added	
SPNCRNA.6321	II		added	
SPNCRNA.6322	II		added	
SPNCRNA.6323	II		added	
SPNCRNA.6324	II		added	
SPNCRNA.6325	II		added	
SPNCRNA.6326	II		added	
SPNCRNA.6327	II		added	
SPNCRNA.6328	II		added	
SPNCRNA.6329	II		added	
SPNCRNA.633	I		added_and_changed	
SPNCRNA.6330	II		added	
SPNCRNA.6331	II		added	
SPNCRNA.6332	II		added	
SPNCRNA.6333	II		added	
SPNCRNA.6334	II		added	
SPNCRNA.6335	II		added	
SPNCRNA.6336	II		added	
SPNCRNA.6337	II		added	
SPNCRNA.6338	II		added	
SPNCRNA.6339	II		added	
SPNCRNA.634	I		added_and_changed	
SPNCRNA.6340	II		added	
SPNCRNA.6341	II		added	
SPNCRNA.6342	II		added	
SPNCRNA.6343	II		added	
SPNCRNA.6344	II		added	
SPNCRNA.6345	II		added	
SPNCRNA.6346	II		added	
SPNCRNA.6347	II		added	
SPNCRNA.6348	II		added	
SPNCRNA.6349	II		added	
SPNCRNA.635	I		added_and_changed	
SPNCRNA.6350	II		added	
SPNCRNA.6351	II		added	
SPNCRNA.6352	II		added	
SPNCRNA.6353	II		added	
SPNCRNA.6354	II		added	
SPNCRNA.6355	II		added	
SPNCRNA.6356	II		added	
SPNCRNA.6357	II		added	
SPNCRNA.6358	II		added	
SPNCRNA.6359	II		added	
SPNCRNA.636	I		added_and_changed	
SPNCRNA.6360	II		added	
SPNCRNA.6361	II		added	
SPNCRNA.6362	II		added	
SPNCRNA.6363	II		added	
SPNCRNA.6364	II		added	
SPNCRNA.6365	II		added	
SPNCRNA.6366	II		added	
SPNCRNA.6367	II		added	
SPNCRNA.6368	II		added	
SPNCRNA.6369	II		added	
SPNCRNA.637	I		added_and_changed	
SPNCRNA.6370	II		added	
SPNCRNA.6371	II		added	
SPNCRNA.6372	II		added	
SPNCRNA.6373	II		added	
SPNCRNA.6374	II		added	
SPNCRNA.6375	II		added	
SPNCRNA.6376	II		added	
SPNCRNA.6377	II		added	
SPNCRNA.6378	II		added	
SPNCRNA.6379	II		added	
SPNCRNA.638	I		added_and_changed	
SPNCRNA.6380	II		added	
SPNCRNA.6381	II		added	
SPNCRNA.6382	II		added	
SPNCRNA.6383	II		added	
SPNCRNA.6384	II		added	
SPNCRNA.6385	II		added	
SPNCRNA.6386	II		added	
SPNCRNA.6387	II		added	
SPNCRNA.6388	II		added	
SPNCRNA.6389	II		added	
SPNCRNA.639	I		added_and_changed	
SPNCRNA.6390	II		added	
SPNCRNA.6391	II		added	
SPNCRNA.6392	II		added	
SPNCRNA.6393	II		added	
SPNCRNA.6394	II		added	
SPNCRNA.6395	II		added	
SPNCRNA.6396	II		added	
SPNCRNA.6397	II		added	
SPNCRNA.6398	II		added	
SPNCRNA.6399	II		added	
SPNCRNA.64	III		added_and_changed	
SPNCRNA.640	I		added_and_changed	
SPNCRNA.6400	II		added	
SPNCRNA.6401	II		added	
SPNCRNA.6402	II		added	
SPNCRNA.6403	II		added	
SPNCRNA.6404	II		added	
SPNCRNA.6405	II		added	
SPNCRNA.6406	II		added	
SPNCRNA.6407	II		added	
SPNCRNA.6408	II		added	
SPNCRNA.6409	II		added	
SPNCRNA.641	I		added_and_changed	
SPNCRNA.6410	II		added	
SPNCRNA.6411	II		added	
SPNCRNA.6412	II		added	
SPNCRNA.6413	II		added	
SPNCRNA.6414	II		added	
SPNCRNA.6415	II		added	
SPNCRNA.6416	II		added	
SPNCRNA.6417	II		added	
SPNCRNA.6418	II		added	
SPNCRNA.6419	II		added	
SPNCRNA.642	I		added_and_changed	
SPNCRNA.6420	II		added	
SPNCRNA.6421	II		added	
SPNCRNA.6422	II		added	
SPNCRNA.6423	II		added	
SPNCRNA.6424	II		added	
SPNCRNA.6425	II		added	
SPNCRNA.6426	II		added	
SPNCRNA.6427	II		added	
SPNCRNA.6428	II		added	
SPNCRNA.6429	II		added	
SPNCRNA.643	I		added_and_changed	
SPNCRNA.6430	II		added	
SPNCRNA.6431	II		added	
SPNCRNA.6432	II		added	
SPNCRNA.6433	II		added	
SPNCRNA.6434	II		added	
SPNCRNA.6435	II		added	
SPNCRNA.6436	II		added	
SPNCRNA.6437	II		added	
SPNCRNA.6438	II		added	
SPNCRNA.6439	II		added	
SPNCRNA.644	I		added_and_changed	
SPNCRNA.6440	II		added	
SPNCRNA.6441	II		added	
SPNCRNA.6442	II		added	
SPNCRNA.6443	II		added	
SPNCRNA.6444	II		added	
SPNCRNA.6445	II		added	
SPNCRNA.6446	II		added	
SPNCRNA.6447	II		added	
SPNCRNA.6448	II		added	
SPNCRNA.6449	II		added	
SPNCRNA.645	I		added_and_changed	
SPNCRNA.6450	II		added	
SPNCRNA.6451	II		added	
SPNCRNA.6452	II		added	
SPNCRNA.6453	II		added	
SPNCRNA.6454	II		added	
SPNCRNA.6455	II		added	
SPNCRNA.6456	II		added	
SPNCRNA.6457	II		added	
SPNCRNA.6458	II		added	
SPNCRNA.6459	II		added	
SPNCRNA.646	I		added_and_changed	
SPNCRNA.6460	II		added	
SPNCRNA.6461	II		added	
SPNCRNA.6462	II		added	
SPNCRNA.6463	II		added	
SPNCRNA.6464	II		added	
SPNCRNA.6465	II		added	
SPNCRNA.6466	II		added	
SPNCRNA.6467	II		added	
SPNCRNA.6468	II		added	
SPNCRNA.6469	II		added	
SPNCRNA.647	I		added_and_changed	
SPNCRNA.6470	II		added	
SPNCRNA.6471	II		added	
SPNCRNA.6472	II		added	
SPNCRNA.6473	II		added	
SPNCRNA.6474	II		added	
SPNCRNA.6475	II		added	
SPNCRNA.6476	II		added	
SPNCRNA.6477	II		added	
SPNCRNA.6478	II		added	
SPNCRNA.6479	II		added	
SPNCRNA.648	I		added_and_changed	
SPNCRNA.6480	II		added	
SPNCRNA.6481	II		added	
SPNCRNA.6482	II		added	
SPNCRNA.6483	II		added	
SPNCRNA.6484	II		added	
SPNCRNA.6485	II		added	
SPNCRNA.6486	II		added	
SPNCRNA.6487	II		added	
SPNCRNA.6488	II		added	
SPNCRNA.6489	II		added	
SPNCRNA.649	I		added_and_changed	
SPNCRNA.6490	II		added	
SPNCRNA.6491	II		added	
SPNCRNA.6492	II		added	
SPNCRNA.6493	II		added	
SPNCRNA.6494	II		added	
SPNCRNA.6495	II		added	
SPNCRNA.6496	II		added	
SPNCRNA.6497	II		added	
SPNCRNA.6498	II		added	
SPNCRNA.6499	II		added	
SPNCRNA.65	I	prl65	added_and_removed	
SPNCRNA.650	I		added_and_changed	
SPNCRNA.6500	II		added	
SPNCRNA.6501	II		added	
SPNCRNA.6502	II		added	
SPNCRNA.6503	II		added	
SPNCRNA.6504	II		added	
SPNCRNA.6505	II		added	
SPNCRNA.6506	II		added	
SPNCRNA.6507	II		added	
SPNCRNA.6508	II		added	
SPNCRNA.6509	II		added	
SPNCRNA.651	I		added_and_changed	
SPNCRNA.6510	II		added	
SPNCRNA.6511	II		added	
SPNCRNA.6512	II		added	
SPNCRNA.6513	II		added	
SPNCRNA.6514	II		added	
SPNCRNA.6515	II		added	
SPNCRNA.6516	II		added	
SPNCRNA.6517	II		added	
SPNCRNA.6518	II		added	
SPNCRNA.6519	II		added	
SPNCRNA.652	I		added_and_changed	
SPNCRNA.6520	II		added	
SPNCRNA.6521	II		added	
SPNCRNA.6522	II		added	
SPNCRNA.6523	II		added	
SPNCRNA.6524	II		added	
SPNCRNA.6525	II		added	
SPNCRNA.6526	II		added	
SPNCRNA.6527	II		added	
SPNCRNA.6528	II		added	
SPNCRNA.6529	II		added	
SPNCRNA.653	I		added_and_changed	
SPNCRNA.6530	II		added	
SPNCRNA.6531	II		added	
SPNCRNA.6532	II		added	
SPNCRNA.6533	II		added	
SPNCRNA.6534	II		added	
SPNCRNA.6535	II		added	
SPNCRNA.6536	II		added	
SPNCRNA.6537	II		added	
SPNCRNA.6538	II		added	
SPNCRNA.6539	II		added	
SPNCRNA.654	I		added_and_changed	
SPNCRNA.6540	II		added	
SPNCRNA.6541	II		added	
SPNCRNA.6542	II		added	
SPNCRNA.6543	II		added	
SPNCRNA.6544	II		added	
SPNCRNA.6545	II		added	
SPNCRNA.6546	II		added	
SPNCRNA.6547	II		added	
SPNCRNA.6548	II		added	
SPNCRNA.6549	II		added	
SPNCRNA.655	I		added_and_changed	
SPNCRNA.6550	II		added	
SPNCRNA.6551	II		added	
SPNCRNA.6552	II		added	
SPNCRNA.6553	II		added	
SPNCRNA.6554	II		added	
SPNCRNA.6555	II		added	
SPNCRNA.6556	II		added	
SPNCRNA.6557	II		added	
SPNCRNA.6558	II		added	
SPNCRNA.6559	II		added	
SPNCRNA.656	I		added_and_changed	
SPNCRNA.6560	II		added	
SPNCRNA.6561	II		added	
SPNCRNA.6562	II		added	
SPNCRNA.6563	II		added	
SPNCRNA.6564	II		added	
SPNCRNA.6565	II		added	
SPNCRNA.6566	II		added	
SPNCRNA.6567	II		added	
SPNCRNA.6568	II		added	
SPNCRNA.6569	II		added	
SPNCRNA.657	I		added_and_changed	
SPNCRNA.6570	II		added	
SPNCRNA.6571	II		added	
SPNCRNA.6572	II		added	
SPNCRNA.6573	II		added	
SPNCRNA.6574	II		added	
SPNCRNA.6575	II		added	
SPNCRNA.6576	II		added	
SPNCRNA.6577	II		added	
SPNCRNA.6578	II		added	
SPNCRNA.6579	II		added	
SPNCRNA.658	I		added_and_changed	
SPNCRNA.6580	II		added	
SPNCRNA.6581	II		added	
SPNCRNA.6582	II		added	
SPNCRNA.6583	II		added	
SPNCRNA.6584	II		added	
SPNCRNA.6585	II		added	
SPNCRNA.6586	II		added	
SPNCRNA.6587	II		added	
SPNCRNA.6588	II		added	
SPNCRNA.6589	II		added	
SPNCRNA.659	I		added_and_changed	
SPNCRNA.6590	II		added	
SPNCRNA.6591	II		added	
SPNCRNA.6592	II		added	
SPNCRNA.6593	II		added	
SPNCRNA.6594	II		added	
SPNCRNA.6595	II		added	
SPNCRNA.6596	II		added	
SPNCRNA.6597	II		added	
SPNCRNA.6598	II		added	
SPNCRNA.6599	II		added	
SPNCRNA.66	II	prl66	added_and_changed	
SPNCRNA.660	I		added_and_changed	
SPNCRNA.6600	II		added	
SPNCRNA.6601	II		added	
SPNCRNA.6602	II		added	
SPNCRNA.6603	II		added	
SPNCRNA.6604	II		added	
SPNCRNA.6605	II		added	
SPNCRNA.6606	II		added	
SPNCRNA.6607	II		added	
SPNCRNA.6608	II		added	
SPNCRNA.6609	II		added	
SPNCRNA.661	I		added_and_changed	
SPNCRNA.6610	II		added	
SPNCRNA.6611	II		added	
SPNCRNA.6612	II		added	
SPNCRNA.6613	II		added	
SPNCRNA.6614	II		added	
SPNCRNA.6615	II		added	
SPNCRNA.6616	II		added	
SPNCRNA.6617	II		added	
SPNCRNA.6618	II		added	
SPNCRNA.6619	II		added	
SPNCRNA.662	I		added_and_changed	
SPNCRNA.6620	II		added	
SPNCRNA.6621	II		added	
SPNCRNA.6622	II		added	
SPNCRNA.6623	II		added	
SPNCRNA.6624	II		added	
SPNCRNA.6625	II		added	
SPNCRNA.6626	II		added	
SPNCRNA.6627	II		added	
SPNCRNA.6628	II		added	
SPNCRNA.6629	II		added	
SPNCRNA.663	I		added_and_changed	
SPNCRNA.6630	II		added	
SPNCRNA.6631	II		added	
SPNCRNA.6632	II		added	
SPNCRNA.6633	II		added	
SPNCRNA.6634	II		added	
SPNCRNA.6635	II		added	
SPNCRNA.6636	II		added	
SPNCRNA.6637	II		added	
SPNCRNA.6638	II		added	
SPNCRNA.6639	II		added	
SPNCRNA.664	I		added_and_changed	
SPNCRNA.6640	II		added	
SPNCRNA.6641	II		added	
SPNCRNA.6642	II		added	
SPNCRNA.6643	II		added	
SPNCRNA.6644	II		added	
SPNCRNA.6645	II		added	
SPNCRNA.6646	II		added	
SPNCRNA.6647	II		added	
SPNCRNA.6648	II		added	
SPNCRNA.6649	II		added	
SPNCRNA.665	I		added_and_changed	
SPNCRNA.6650	II		added	
SPNCRNA.6651	II		added	
SPNCRNA.6652	II		added	
SPNCRNA.6653	II		added	
SPNCRNA.6654	II		added	
SPNCRNA.6655	II		added	
SPNCRNA.6656	II		added	
SPNCRNA.6657	II		added	
SPNCRNA.6658	II		added	
SPNCRNA.6659	II		added	
SPNCRNA.666	I		added_and_changed	
SPNCRNA.6660	II		added	
SPNCRNA.6661	II		added	
SPNCRNA.6662	II		added	
SPNCRNA.6663	II		added	
SPNCRNA.6664	III		added	
SPNCRNA.6665	III		added	
SPNCRNA.6666	III		added	
SPNCRNA.6667	III		added	
SPNCRNA.6668	III		added	
SPNCRNA.6669	III		added	
SPNCRNA.667	I		added_and_changed	
SPNCRNA.6670	III		added	
SPNCRNA.6671	III		added	
SPNCRNA.6672	III		added	
SPNCRNA.6673	III		added	
SPNCRNA.6674	III		added	
SPNCRNA.6675	III		added	
SPNCRNA.6676	III		added	
SPNCRNA.6677	III		added	
SPNCRNA.6678	III		added	
SPNCRNA.6679	III		added	
SPNCRNA.668	I		added_and_changed	
SPNCRNA.6680	III		added	
SPNCRNA.6681	III		added	
SPNCRNA.6682	III		added	
SPNCRNA.6683	III		added	
SPNCRNA.6684	III		added	
SPNCRNA.6685	III		added	
SPNCRNA.6686	III		added	
SPNCRNA.6687	III		added	
SPNCRNA.6688	III		added	
SPNCRNA.6689	III		added	
SPNCRNA.669	I		added_and_changed	
SPNCRNA.6690	III		added	
SPNCRNA.6691	III		added	
SPNCRNA.6692	III		added	
SPNCRNA.6693	III		added	
SPNCRNA.6694	III		added	
SPNCRNA.6695	III		added	
SPNCRNA.6696	III		added	
SPNCRNA.6697	III		added	
SPNCRNA.6698	III		added	
SPNCRNA.6699	III		added	
SPNCRNA.67	III		added_and_changed	
SPNCRNA.670	I		added_and_changed	
SPNCRNA.6700	III		added	
SPNCRNA.6701	III		added	
SPNCRNA.6702	III		added	
SPNCRNA.6703	III		added	
SPNCRNA.6704	III		added	
SPNCRNA.6705	III		added	
SPNCRNA.6706	III		added	
SPNCRNA.6707	III		added	
SPNCRNA.6708	III		added	
SPNCRNA.6709	III		added	
SPNCRNA.671	I		added_and_changed	
SPNCRNA.6710	III		added	
SPNCRNA.6711	III		added	
SPNCRNA.6712	III		added	
SPNCRNA.6713	III		added	
SPNCRNA.6714	III		added	
SPNCRNA.6715	III		added	
SPNCRNA.6716	III		added	
SPNCRNA.6717	III		added	
SPNCRNA.6718	III		added	
SPNCRNA.6719	III		added	
SPNCRNA.672	I		added_and_changed	
SPNCRNA.6720	III		added	
SPNCRNA.6721	III		added	
SPNCRNA.6722	III		added	
SPNCRNA.6723	III		added	
SPNCRNA.6724	III		added	
SPNCRNA.6725	III		added	
SPNCRNA.6726	III		added	
SPNCRNA.6727	III		added	
SPNCRNA.6728	III		added	
SPNCRNA.6729	III		added	
SPNCRNA.673	I		added_and_changed	
SPNCRNA.6730	III		added	
SPNCRNA.6731	III		added	
SPNCRNA.6732	III		added	
SPNCRNA.6733	III		added	
SPNCRNA.6734	III		added	
SPNCRNA.6735	III		added	
SPNCRNA.6736	III		added	
SPNCRNA.6737	III		added	
SPNCRNA.6738	III		added	
SPNCRNA.6739	III		added	
SPNCRNA.674	I		added_and_changed	
SPNCRNA.6740	III		added	
SPNCRNA.6741	III		added	
SPNCRNA.6742	III		added	
SPNCRNA.6743	III		added	
SPNCRNA.6744	III		added	
SPNCRNA.6745	III		added	
SPNCRNA.6746	III		added	
SPNCRNA.6747	III		added	
SPNCRNA.6748	III		added	
SPNCRNA.6749	III		added	
SPNCRNA.675	I		added_and_changed	
SPNCRNA.6750	III		added	
SPNCRNA.6751	III		added	
SPNCRNA.6752	III		added	
SPNCRNA.6753	III		added	
SPNCRNA.6754	III		added	
SPNCRNA.6755	III		added	
SPNCRNA.6756	III		added	
SPNCRNA.6757	III		added	
SPNCRNA.6758	III		added	
SPNCRNA.6759	III		added	
SPNCRNA.676	I		added_and_changed	
SPNCRNA.6760	III		added	
SPNCRNA.6761	III		added	
SPNCRNA.6762	III		added	
SPNCRNA.6763	III		added	
SPNCRNA.6764	III		added	
SPNCRNA.6765	III		added	
SPNCRNA.6766	III		added	
SPNCRNA.6767	III		added	
SPNCRNA.6768	III		added	
SPNCRNA.6769	III		added	
SPNCRNA.677	I		added_and_changed	
SPNCRNA.6770	III		added	
SPNCRNA.6771	III		added	
SPNCRNA.6772	III		added	
SPNCRNA.6773	III		added	
SPNCRNA.6774	III		added	
SPNCRNA.6775	III		added	
SPNCRNA.6776	III		added	
SPNCRNA.6777	III		added	
SPNCRNA.6778	III		added	
SPNCRNA.6779	III		added	
SPNCRNA.678	I		added_and_changed	
SPNCRNA.6780	III		added	
SPNCRNA.6781	III		added	
SPNCRNA.6782	III		added	
SPNCRNA.6783	III		added	
SPNCRNA.6784	III		added	
SPNCRNA.6785	III		added	
SPNCRNA.6786	III		added	
SPNCRNA.6787	III		added	
SPNCRNA.6788	III		added	
SPNCRNA.6789	III		added	
SPNCRNA.679	I		added_and_changed	
SPNCRNA.6790	III		added	
SPNCRNA.6791	III		added	
SPNCRNA.6792	III		added	
SPNCRNA.6793	III		added	
SPNCRNA.6794	III		added	
SPNCRNA.6795	III		added	
SPNCRNA.6796	III		added	
SPNCRNA.6797	III		added	
SPNCRNA.6798	III		added	
SPNCRNA.6799	III		added	
SPNCRNA.68	II	prl68	added_and_changed	
SPNCRNA.680	I		added_and_changed	
SPNCRNA.6800	III		added	
SPNCRNA.6801	III		added	
SPNCRNA.6802	III		added	
SPNCRNA.6803	III		added	
SPNCRNA.6804	III		added	
SPNCRNA.6805	III		added	
SPNCRNA.6806	III		added	
SPNCRNA.6807	III		added	
SPNCRNA.6808	III		added	
SPNCRNA.6809	III		added	
SPNCRNA.681	I		added_changed_and_merged	SPNCRNA.159
SPNCRNA.6810	III		added	
SPNCRNA.6811	III		added	
SPNCRNA.6812	III		added	
SPNCRNA.6813	III		added	
SPNCRNA.6814	III		added	
SPNCRNA.6815	III		added	
SPNCRNA.6816	III		added	
SPNCRNA.6817	III		added	
SPNCRNA.6818	III		added	
SPNCRNA.6819	III		added	
SPNCRNA.682	I		added_and_changed	
SPNCRNA.6820	III		added	
SPNCRNA.6821	III		added	
SPNCRNA.6822	III		added	
SPNCRNA.6823	III		added	
SPNCRNA.6824	III		added	
SPNCRNA.6825	III		added	
SPNCRNA.6826	III		added	
SPNCRNA.6827	III		added	
SPNCRNA.6828	III		added	
SPNCRNA.6829	III		added	
SPNCRNA.683	I		added_and_changed	
SPNCRNA.6830	III		added	
SPNCRNA.6831	III		added	
SPNCRNA.6832	III		added	
SPNCRNA.6833	III		added	
SPNCRNA.6834	III		added	
SPNCRNA.6835	III		added	
SPNCRNA.6836	III		added	
SPNCRNA.6837	III		added	
SPNCRNA.6838	III		added	
SPNCRNA.6839	III		added	
SPNCRNA.684	I		added_and_changed	
SPNCRNA.6840	III		added	
SPNCRNA.6841	III		added	
SPNCRNA.6842	III		added	
SPNCRNA.6843	III		added	
SPNCRNA.6844	III		added	
SPNCRNA.6845	III		added	
SPNCRNA.6846	III		added	
SPNCRNA.6847	III		added	
SPNCRNA.6848	III		added	
SPNCRNA.6849	III		added	
SPNCRNA.685	I		added_and_changed	
SPNCRNA.6850	III		added	
SPNCRNA.6851	III		added	
SPNCRNA.6852	III		added	
SPNCRNA.6853	III		added	
SPNCRNA.6854	III		added	
SPNCRNA.6855	III		added	
SPNCRNA.6856	III		added	
SPNCRNA.6857	III		added	
SPNCRNA.6858	III		added	
SPNCRNA.6859	III		added	
SPNCRNA.686	I		added_and_changed	
SPNCRNA.6860	III		added	
SPNCRNA.6861	III		added	
SPNCRNA.6862	III		added	
SPNCRNA.6863	III		added	
SPNCRNA.6864	III		added	
SPNCRNA.6865	III		added	
SPNCRNA.6866	III		added	
SPNCRNA.6867	III		added	
SPNCRNA.6868	III		added	
SPNCRNA.6869	III		added	
SPNCRNA.687	I		added_and_changed	
SPNCRNA.6870	III		added	
SPNCRNA.6871	III		added	
SPNCRNA.6872	III		added	
SPNCRNA.6873	III		added	
SPNCRNA.6874	III		added	
SPNCRNA.6875	III		added	
SPNCRNA.6876	III		added	
SPNCRNA.6877	III		added	
SPNCRNA.6878	III		added	
SPNCRNA.6879	III		added	
SPNCRNA.688	I		added_and_changed	
SPNCRNA.6880	III		added	
SPNCRNA.6881	III		added	
SPNCRNA.6882	III		added	
SPNCRNA.6883	III		added	
SPNCRNA.6884	III		added	
SPNCRNA.6885	III		added	
SPNCRNA.6886	III		added	
SPNCRNA.6887	III		added	
SPNCRNA.6888	III		added	
SPNCRNA.6889	III		added	
SPNCRNA.689	I		added_and_changed	
SPNCRNA.6890	III		added	
SPNCRNA.6891	III		added	
SPNCRNA.6892	III		added	
SPNCRNA.6893	III		added	
SPNCRNA.6894	III		added	
SPNCRNA.6895	III		added	
SPNCRNA.6896	III		added	
SPNCRNA.6897	III		added	
SPNCRNA.6898	III		added	
SPNCRNA.6899	III		added	
SPNCRNA.69	III	tos1	added_and_changed	
SPNCRNA.690	I		added_and_changed	
SPNCRNA.6900	III		added	
SPNCRNA.6901	III		added	
SPNCRNA.6902	III		added	
SPNCRNA.6903	III		added	
SPNCRNA.6904	III		added	
SPNCRNA.6905	III		added	
SPNCRNA.6906	III		added	
SPNCRNA.6907	III		added	
SPNCRNA.6908	III		added	
SPNCRNA.6909	III		added	
SPNCRNA.691	I		added_and_changed	
SPNCRNA.6910	III		added	
SPNCRNA.6911	III		added	
SPNCRNA.6912	III		added	
SPNCRNA.6913	III		added	
SPNCRNA.6914	III		added	
SPNCRNA.6915	III		added	
SPNCRNA.6916	III		added	
SPNCRNA.6917	III		added	
SPNCRNA.6918	III		added	
SPNCRNA.6919	III		added	
SPNCRNA.692	I		added_and_changed	
SPNCRNA.6920	III		added	
SPNCRNA.6921	III		added	
SPNCRNA.6922	III		added	
SPNCRNA.6923	III		added	
SPNCRNA.6924	III		added	
SPNCRNA.6925	III		added	
SPNCRNA.6926	III		added	
SPNCRNA.6927	III		added	
SPNCRNA.6928	III		added	
SPNCRNA.6929	III		added	
SPNCRNA.693	I		added_and_changed	
SPNCRNA.6930	III		added	
SPNCRNA.6931	III		added	
SPNCRNA.6932	III		added	
SPNCRNA.6933	III		added	
SPNCRNA.6934	III		added	
SPNCRNA.6935	III		added	
SPNCRNA.6936	III		added	
SPNCRNA.6937	III		added	
SPNCRNA.6938	III		added	
SPNCRNA.6939	III		added	
SPNCRNA.694	I		added_and_changed	
SPNCRNA.6940	III		added	
SPNCRNA.6941	III		added	
SPNCRNA.6942	III		added	
SPNCRNA.6943	III		added	
SPNCRNA.6944	III		added	
SPNCRNA.6945	III		added	
SPNCRNA.6946	III		added	
SPNCRNA.6947	III		added	
SPNCRNA.6948	III		added	
SPNCRNA.6949	III		added	
SPNCRNA.695	I		added_and_changed	
SPNCRNA.6950	III		added	
SPNCRNA.6951	III		added	
SPNCRNA.6952	III		added	
SPNCRNA.6953	III		added	
SPNCRNA.6954	III		added	
SPNCRNA.6955	III		added	
SPNCRNA.6956	III		added	
SPNCRNA.6957	III		added	
SPNCRNA.6958	III		added	
SPNCRNA.6959	III		added	
SPNCRNA.696	I		added_and_changed	
SPNCRNA.6960	III		added	
SPNCRNA.6961	III		added	
SPNCRNA.6962	III		added	
SPNCRNA.6963	III		added	
SPNCRNA.6964	III		added	
SPNCRNA.6965	III		added	
SPNCRNA.6966	III		added	
SPNCRNA.6967	III		added	
SPNCRNA.6968	III		added	
