systematic_id	chromosome	primary_name	feature_type	category	merged_into	earliest_change	latest_change	latest_coords	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.7368	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1445175..1445416)		PMID:29914874		
SPNCRNA.7369	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1446288..1446837		PMID:29914874		
SPNCRNA.737	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	1357621..1359568		PMID:21511999,PMID:29914874		
SPNCRNA.7370	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1447046..1447835		PMID:29914874		
SPNCRNA.7371	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1448592..1449585)		PMID:29914874		
SPNCRNA.7372	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1448789..1449009		PMID:29914874		
SPNCRNA.7373	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1453152..1454280)		PMID:29914874		
SPNCRNA.7374	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1454635..1455892		PMID:29914874		
SPNCRNA.7375	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1458067..1458593)		PMID:29914874		
SPNCRNA.7376	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1458697..1459479)		PMID:29914874		
SPNCRNA.7377	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1460205..1460805		PMID:29914874		
SPNCRNA.7378	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1462534..1462779		PMID:29914874		
SPNCRNA.7379	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1464114..1464527		PMID:29914874		
SPNCRNA.738	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1359979..1360931)		PMID:21511999,PMID:29914874		
SPNCRNA.7380	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1465268..1466189		PMID:29914874		
SPNCRNA.7381	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1467002..1467603		PMID:29914874		
SPNCRNA.7382	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1472325..1474379		PMID:29914874		
SPNCRNA.7383	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1474790..1475425)		PMID:29914874		
SPNCRNA.7384	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1482385..1482658)		PMID:29914874		
SPNCRNA.7385	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1483390..1483874		PMID:29914874		
SPNCRNA.7386	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1483997..1484527		PMID:29914874		
SPNCRNA.7387	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1485967..1486474)		PMID:29914874		
SPNCRNA.7388	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1486586..1487004)		PMID:29914874		
SPNCRNA.7389	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1487174..1487420)		PMID:29914874		
SPNCRNA.739	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1368512..1369068)		PMID:21511999,PMID:29914874		
SPNCRNA.7390	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1487613..1488006)		PMID:29914874		
SPNCRNA.7391	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1490211..1491013		PMID:29914874		
SPNCRNA.7392	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1491191..1491510		PMID:29914874		
SPNCRNA.7393	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1493667..1494803		PMID:29914874		
SPNCRNA.7394	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1495720..1496432		PMID:29914874		
SPNCRNA.7395	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1496924..1497343		PMID:29914874		
SPNCRNA.7396	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1497168..1497441)		PMID:29914874		
SPNCRNA.7397	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1497542..1497886)		PMID:29914874		
SPNCRNA.7398	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1497557..1498743		PMID:29914874		
SPNCRNA.7399	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1500979..1502434		PMID:29914874		
SPNCRNA.74	I	eta2-antisense-4	misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.872	2004-09-15	2022-08-25	complement(3002976..3003758)				PomBase curators
SPNCRNA.740	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	1398982..1399560		PMID:21511999,PMID:29914874		
SPNCRNA.7400	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1502584..1502841)		PMID:29914874		
SPNCRNA.7401	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1508711..1510105		PMID:29914874		
SPNCRNA.7402	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1510232..1510889		PMID:29914874		
SPNCRNA.7403	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1512941..1513530		PMID:29914874		
SPNCRNA.7404	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1513703..1516038)		PMID:29914874		
SPNCRNA.7405	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1516320..1520095)		PMID:29914874		
SPNCRNA.7406	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1521185..1521498		PMID:29914874		
SPNCRNA.7407	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1523152..1523871		PMID:29914874		
SPNCRNA.7408	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1524926..1525226		PMID:29914874		
SPNCRNA.7409	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1530354..1530938)		PMID:29914874		
SPNCRNA.741	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1437858..1438678)		PMID:21511999,PMID:29914874		
SPNCRNA.7410	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1533058..1534583		PMID:29914874		
SPNCRNA.7411	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1534866..1535224		PMID:29914874		
SPNCRNA.7412	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1535395..1535616)		PMID:29914874		
SPNCRNA.7413	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1543660..1543866		PMID:29914874		
SPNCRNA.7414	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1554437..1555725		PMID:29914874		
SPNCRNA.7415	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1554835..1555956)		PMID:29914874		
SPNCRNA.7416	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1558261..1559340		PMID:29914874		
SPNCRNA.7417	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1561801..1565257)		PMID:29914874		
SPNCRNA.7418	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1570776..1571118)		PMID:29914874		
SPNCRNA.7419	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1571432..1571716		PMID:29914874		
SPNCRNA.742	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	1476731..1478449		PMID:21511999,PMID:29914874		
SPNCRNA.7420	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1571826..1572120		PMID:29914874		
SPNCRNA.7421	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1573231..1573449		PMID:29914874		
SPNCRNA.7422	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1575196..1575756)		PMID:29914874		
SPNCRNA.7423	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1575459..1575727		PMID:29914874		
SPNCRNA.7424	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1576018..1576560		PMID:29914874		
SPNCRNA.7425	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1580488..1580735		PMID:29914874		
SPNCRNA.7426	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1582751..1583989		PMID:29914874		
SPNCRNA.7427	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1584492..1584784)		PMID:29914874		
SPNCRNA.7428	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1584887..1585773)		PMID:29914874		
SPNCRNA.7429	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1586196..1586709)		PMID:29914874		
SPNCRNA.743	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1481083..1482570)		PMID:21511999,PMID:29914874		
SPNCRNA.7430	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1586840..1587261)		PMID:29914874		
SPNCRNA.7431	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1587364..1587571)		PMID:29914874		
SPNCRNA.7432	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1599307..1600044)		PMID:29914874		
SPNCRNA.7433	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1600256..1600478)		PMID:29914874		
SPNCRNA.7434	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1608085..1608301		PMID:29914874		
SPNCRNA.7435	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1609126..1609387)		PMID:29914874		
SPNCRNA.7436	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1609849..1610155)		PMID:29914874		
SPNCRNA.7437	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1610514..1610755)		PMID:29914874		
SPNCRNA.7438	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1614798..1615017		PMID:29914874		
SPNCRNA.7439	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1615035..1615244		PMID:29914874		
SPNCRNA.744	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	1533565..1534417		PMID:21511999,PMID:29914874		
SPNCRNA.7440	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1615306..1616252		PMID:29914874		
SPNCRNA.7441	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1618558..1619233		PMID:29914874		
SPNCRNA.7442	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1619525..1619814)		PMID:29914874		
SPNCRNA.7443	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1619928..1620159)		PMID:29914874		
SPNCRNA.7444	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1621777..1622017)		PMID:29914874		
SPNCRNA.7445	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1630031..1632068)		PMID:29914874		
SPNCRNA.7446	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1634851..1635526)		PMID:29914874		
SPNCRNA.7447	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1635712..1635938)		PMID:29914874		
SPNCRNA.7448	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1635981..1641464)		PMID:29914874		
SPNCRNA.7449	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1641767..1644862		PMID:29914874		
SPNCRNA.745	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1572800..1573408)		PMID:21511999,PMID:29914874		
SPNCRNA.7450	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1645018..1646297		PMID:29914874		
SPNCRNA.7451	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1649255..1649503		PMID:29914874		
SPNCRNA.7452	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1649772..1650253		PMID:29914874		
SPNCRNA.7453	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1653759..1654722)		PMID:29914874		
SPNCRNA.7454	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1655273..1655494)		PMID:29914874		
SPNCRNA.7455	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1655625..1656151)		PMID:29914874		
SPNCRNA.7456	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1661303..1664646		PMID:29914874		
SPNCRNA.7457	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1664791..1665026		PMID:29914874		
SPNCRNA.7458	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1665050..1665836		PMID:29914874		
SPNCRNA.7459	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1675424..1676325		PMID:29914874		
SPNCRNA.746	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	1600909..1601622		PMID:21511999,PMID:29914874		
SPNCRNA.7460	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1680856..1684155		PMID:29914874		
SPNCRNA.7461	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1684711..1684936)		PMID:29914874		
SPNCRNA.7462	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1684945..1685327)		PMID:29914874		
SPNCRNA.7463	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1689596..1690112)		PMID:29914874		
SPNCRNA.7464	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1690258..1690742)		PMID:29914874		
SPNCRNA.7465	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1690948..1691156)		PMID:29914874		
SPNCRNA.7466	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1691419..1692429		PMID:29914874		
SPNCRNA.7467	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1692870..1693836		PMID:29914874		
SPNCRNA.7468	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1695494..1696331)		PMID:29914874		
SPNCRNA.7469	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1698569..1698854		PMID:29914874		
SPNCRNA.747	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1607902..1608831)		PMID:21511999,PMID:29914874		
SPNCRNA.7470	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1704260..1704557)		PMID:29914874		
SPNCRNA.7471	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1708192..1708888		PMID:29914874		
SPNCRNA.7472	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1708959..1710231		PMID:29914874		
SPNCRNA.7473	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1716090..1716437		PMID:29914874		
SPNCRNA.7474	III		ncRNA,snoRNA	added_and_changed		2022-01-12	2022-12-20	complement(1717827..1718274)		PMID:29914874		
SPNCRNA.7475	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1727658..1728044		PMID:29914874		
SPNCRNA.7476	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1728122..1729888)		PMID:29914874		
SPNCRNA.7477	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1729990..1730744)		PMID:29914874		
SPNCRNA.7478	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1730860..1732613)		PMID:29914874		
SPNCRNA.7479	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1732754..1732994)		PMID:29914874		
SPNCRNA.748	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1611335..1611958)		PMID:21511999,PMID:29914874		
SPNCRNA.7480	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1735483..1736471		PMID:29914874		
SPNCRNA.7481	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1736608..1737934		PMID:29914874		
SPNCRNA.7482	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1739316..1739547		PMID:29914874		
SPNCRNA.7483	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1739648..1741042		PMID:29914874		
SPNCRNA.7484	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1745491..1745770		PMID:29914874		
SPNCRNA.7485	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1746363..1746779		PMID:29914874		
SPNCRNA.7486	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1746895..1747397		PMID:29914874		
SPNCRNA.7487	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1754211..1756399)		PMID:29914874		
SPNCRNA.7488	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1763608..1765013		PMID:29914874		
SPNCRNA.7489	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1770181..1770841)		PMID:29914874		
SPNCRNA.749	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	1620400..1621506		PMID:21511999,PMID:29914874		
SPNCRNA.7490	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1771224..1772733)		PMID:29914874		
SPNCRNA.7491	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1774413..1775045		PMID:29914874		
SPNCRNA.7492	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1775185..1775549		PMID:29914874		
SPNCRNA.7493	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1776870..1777752		PMID:29914874		
SPNCRNA.7494	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1778748..1779216)		PMID:29914874		
SPNCRNA.7495	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1780634..1781332		PMID:29914874		
SPNCRNA.7496	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1786305..1787059		PMID:29914874		
SPNCRNA.7497	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1788973..1790549)		PMID:29914874		
SPNCRNA.7498	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1794009..1794367		PMID:29914874		
SPNCRNA.7499	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1797485..1798855)		PMID:29914874		
SPNCRNA.75	I		misc_RNA,ncRNA	added_changed_and_merged	SPAC1B2.03c	2004-09-15	2022-12-21	complement(2810265..2810692)				PomBase curators
SPNCRNA.750	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1631129..1632401)		PMID:21511999,PMID:29914874		
SPNCRNA.7500	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1801543..1801980		PMID:29914874		
SPNCRNA.7501	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1801564..1802353)		PMID:29914874		
SPNCRNA.7502	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1804532..1804878		PMID:29914874		
SPNCRNA.7503	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1806985..1807592		PMID:29914874		
SPNCRNA.7504	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1807715..1808092		PMID:29914874		
SPNCRNA.7505	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1810867..1813583		PMID:29914874		
SPNCRNA.7506	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1812942..1813524)		PMID:29914874		
SPNCRNA.7507	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1813706..1814011		PMID:29914874		
SPNCRNA.7508	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1816066..1816652)		PMID:29914874		
SPNCRNA.7509	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1818124..1818751)		PMID:29914874		
SPNCRNA.751	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1646603..1647186)		PMID:21511999,PMID:29914874		
SPNCRNA.7510	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1819129..1821746		PMID:29914874		
SPNCRNA.7511	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1822228..1822530)		PMID:29914874		
SPNCRNA.7512	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1823204..1824158)		PMID:29914874		
SPNCRNA.7513	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1824539..1825391)		PMID:29914874		
SPNCRNA.7514	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1825571..1825882)		PMID:29914874		
SPNCRNA.7515	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1825931..1826471)		PMID:29914874		
SPNCRNA.7516	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1829967..1831787		PMID:29914874		
SPNCRNA.7517	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1834322..1834558		PMID:29914874		
SPNCRNA.7518	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1837733..1837945		PMID:29914874		
SPNCRNA.7519	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1845712..1845954		PMID:29914874		
SPNCRNA.752	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1654119..1656060)		PMID:21511999,PMID:29914874		
SPNCRNA.7520	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1846064..1847216		PMID:29914874		
SPNCRNA.7521	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1849552..1852494)		PMID:29914874		
SPNCRNA.7522	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1853407..1855089		PMID:29914874		
SPNCRNA.7523	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1854865..1855107)		PMID:29914874		
SPNCRNA.7524	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1855414..1855779)		PMID:29914874		
SPNCRNA.7525	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1858845..1859629		PMID:29914874		
SPNCRNA.7526	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1859084..1859595)		PMID:29914874		
SPNCRNA.7527	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1862420..1862892		PMID:29914874		
SPNCRNA.7528	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1865612..1866730)		PMID:29914874		
SPNCRNA.7529	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1871728..1872570)		PMID:29914874		
SPNCRNA.753	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1663695..1664423)		PMID:21511999,PMID:29914874		
SPNCRNA.7530	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1874840..1876976)		PMID:29914874		
SPNCRNA.7531	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1882355..1882595)		PMID:29914874		
SPNCRNA.7532	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1882783..1885265)		PMID:29914874		
SPNCRNA.7533	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1885393..1885639)		PMID:29914874		
SPNCRNA.7534	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1887717..1888144		PMID:29914874		
SPNCRNA.7535	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1888700..1889669		PMID:29914874		
SPNCRNA.7536	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1890770..1891060		PMID:29914874		
SPNCRNA.7537	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1895408..1895683)		PMID:29914874		
SPNCRNA.7538	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1899711..1900219		PMID:29914874		
SPNCRNA.7539	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1901618..1902041)		PMID:29914874		
SPNCRNA.754	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1686076..1686662)		PMID:21511999,PMID:29914874		
SPNCRNA.7540	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1902243..1902678)		PMID:29914874		
SPNCRNA.7541	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1903049..1904979)		PMID:29914874		
SPNCRNA.7542	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1905129..1905778)		PMID:29914874		
SPNCRNA.7543	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1907906..1908166)		PMID:29914874		
SPNCRNA.7544	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1911228..1911806)		PMID:29914874		
SPNCRNA.7545	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1911927..1913332)		PMID:29914874		
SPNCRNA.7546	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1913878..1914133)		PMID:29914874		
SPNCRNA.7547	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1914918..1916129		PMID:29914874		
SPNCRNA.7548	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1916257..1917189		PMID:29914874		
SPNCRNA.7549	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1918375..1921447)		PMID:29914874		
SPNCRNA.755	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1690122..1691922)		PMID:21511999,PMID:29914874		
SPNCRNA.7550	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1921569..1921896)		PMID:29914874		
SPNCRNA.7551	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1922369..1922762)		PMID:29914874		
SPNCRNA.7552	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1922891..1923189)		PMID:29914874		
SPNCRNA.7553	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1927468..1928870		PMID:29914874		
SPNCRNA.7554	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1932206..1933001)		PMID:29914874		
SPNCRNA.7555	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1934735..1934955)		PMID:29914874		
