chromosome	systematic_id	primary_name	feature_type	value	date	db_xref_removed	db_xref_added	pombase_reference_removed	pombase_reference_added	pombase_comments_removed	pombase_comments_added	genome_snapshot
III	SPCC1906.03		3'UTR	2019289..2019686	2020-09-14							https://curation.pombase.org/pombe-embl-repo/trunk/?p=6495
III	SPCC1906.03		5'UTR	2017667..2017716	2020-09-14							https://curation.pombase.org/pombe-embl-repo/trunk/?p=6495
III	SPCC1906.03	wtf19	CDS	join(2017717..2017852,2018068..2018397,2018447..2018824,2018861..2019052,2019093..2019155,2019206..2019288)	2020-09-11							https://curation.pombase.org/pombe-embl-repo/trunk/?p=6489
III	SPCC1906.03.1		5'UTR	2017667..2017716	2020-09-15							https://curation.pombase.org/pombe-embl-repo/trunk/?p=6502
III	SPCC1906.04		5'UTR	2019973..2020200	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC191.01		3'UTR	1706998..1707650	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC191.01		5'UTR	1705817..1706460	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC191.01		5'UTR	1705835..1706460	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC191.02c		3'UTR	complement(1708073..1708233)	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC191.02c		5'UTR	complement(1710221..1710511)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC191.02c		5'UTR	complement(1710223..1710511)	2023-01-12	PMID:18641648,PMID:20118936						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC191.02c		misc_feature	complement(1708973..1709133)	2006-06-26							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20060517/
III	SPCC191.02c		misc_feature	complement(1708973..1709133)	2006-09-05							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20060701/
III	SPCC191.04c		5'UTR	complement(1711825..1712000)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC191.05c		3'UTR	complement(1711998..1712318)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC191.05c		5'UTR	complement(1712953..1713536)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC191.05c		5'UTR	complement(1712955..1713007)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC191.05c		5'UTR	complement(1712955..1713536)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC191.06		5'UTR	join(1712027..1713940,1714018..1714138)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC191.07		5'UTR	1714660..1714734	2023-01-12	EMBL:AU010442						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC191.08		3'UTR	1717156..1717605	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC191.08		5'UTR	1716607..1716750	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC191.09c		5'UTR	complement(1720015..1720128)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC191.10		5'UTR	1721489..1721827	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC191.11		5'UTR	1723393..1724305	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.01		5'UTR	2204089..2204297	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.01		5'UTR	2204136..2204297	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.02		5'UTR	2206200..2206372	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.02		5'UTR	2206281..2206372	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.03c		5'UTR	complement(2209000..2209022)	2023-01-12	EMBL:SPD138						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.04		3'UTR	2211874..2212441	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.04		5'UTR	2211002..2211102	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.05		3'UTR	2216930..2218217	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.05		5'UTR	2212710..2212759	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.05		5'UTR	2212718..2212759	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.06c		5'UTR	complement(2220192..2220401)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.07		5'UTR	2220806..2221582	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.07		5'UTR	2221570..2221582	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.08c		5'UTR	complement(2222572..2222620)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.09		5'UTR	2223086..2223153	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.10c		5'UTR	complement(2229730..2229930)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC1919.10c		5'UTR	complement(2229732..2229930)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.10c		5'UTR	complement(2229732..2229932)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.11		5'UTR	2231665..2231760	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.12c		3'UTR	complement(2231583..2233447)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.12c		5'UTR	complement(2235980..2236121)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.13c		5'UTR	complement(2237122..2237138)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC1919.13c		5'UTR	complement(2237124..2237138)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.13c		5'UTR	complement(2237124..2237390)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.14c		5'UTR	complement(2239201..2239335)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC1919.14c		5'UTR	complement(2239203..2239335)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.14c		5'UTR	complement(2239287..2239360)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.14c		intron	complement(2239048..2239255)	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.14c	bdp1	CDS	complement(join(2237547..2237788,2237833..2237980,2238019..2238668,2238719..2239202))	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.15		3'UTR	2242054..2242143	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC1919.15		5'UTR	2239819..2239974	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC1919.15		5'UTR	2239885..2239974	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC23B6.01c		3'UTR	complement(1264462..1264729)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC23B6.01c		5'UTR	complement(1266753..1266937)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC23B6.01c		5'UTR	complement(1266755..1266937)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC23B6.01c		5'UTR	complement(1266828..1266936)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC23B6.01c		CDS	complement(join(1264730..1266005,1266340..1266417,1266512..1266543,1266671..1266754))	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC23B6.02c		3'UTR	complement(1267982..1268068)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC23B6.02c		5'UTR	complement(1268565..1268633)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC23B6.02c		CDS	complement(join(1268069..1268172,1268249..1268564))	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC23B6.03c		3'UTR	complement(1268750..1268996)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC23B6.03c		5'UTR	complement(1277436..1277540)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC23B6.04c		3'UTR	complement(1277717..1277872)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC23B6.05c		5'UTR	complement(1282363..1282392)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC23B6.05c		5'UTR	complement(1282365..1282392)	2023-01-12	PMID:18641648,PMID:20118936						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.02c		3'UTR	complement(903461..903549)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.02c		5'UTR	complement(904898..905056)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC24B10.02c		5'UTR	complement(904900..905056)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.02c		5'UTR	complement(904900..905116)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.03		5'UTR	906269..906320	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.04		3'UTR	908286..908631	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.04		5'UTR	907402..907685	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.04		5'UTR	907642..907685	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.05		3'UTR	909466..909621	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.05		5'UTR	908890..908976	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.05		5'UTR	908961..908976	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.06		3'UTR	911260..911931	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.06		5'UTR	910376..910509	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.06		5'UTR	910392..910509	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.07		3'UTR	914898..915011	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.07		5'UTR	912457..913116	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.07		5'UTR	912536..913116	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.08c		3'UTR	complement(915175..915381)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.08c		5'UTR	complement(916696..916824)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.09		3'UTR	918327..918367	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.10c		3'UTR	complement(918421..918771)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.10c		5'UTR	complement(919838..919906)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC24B10.10c		5'UTR	complement(919840..919906)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.10c		5'UTR	complement(919840..919938)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.11c		5'UTR	complement(921222..921872)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.12		5'UTR	921391..921421	2023-01-12	PMID:18641648,PMID:20118936						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.14c		5'UTR	complement(join(924937..925659,925715..925737))	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.15		5'UTR	join(927401..927624,927733..927989)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.15		5'UTR	join(927401..927624,927733..927998)	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.15		CDS	927999..929387	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.16c		3'UTR	complement(929475..929754)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.16c		5'UTR	complement(930086..930246)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC24B10.16c		5'UTR	complement(930088..930246)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.16c		5'UTR	complement(930130..930409)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.16c		CDS	complement(929755..930087)	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.17		3'UTR	931387..931841	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.17		5'UTR	930468..930590	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.17		5'UTR	930521..930590	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.18		3'UTR	932639..932775	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.18		5'UTR	931924..932021	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.18		5'UTR	932007..932021	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.19c		3'UTR	complement(932830..932962)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.19c		5'UTR	complement(934924..935154)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC24B10.19c		CDS	complement(join(932963..934284,934401..934446))	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.21		3'UTR	940695..940750	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.21		5'UTR	939926..939944	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.21		misc_feature	939913..939944	2016-03-30							https://curation.pombase.org/pombe-embl-repo/trunk/?p=3385
III	SPCC24B10.21		misc_feature	939919..939944	2016-03-30							https://curation.pombase.org/pombe-embl-repo/trunk/?p=3385
III	SPCC24B10.22		3'UTR	944473..944601	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC24B10.22		5'UTR	940806..941415	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.03		5'UTR	1797921..1797991	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.04		5'UTR	1800727..1801070	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.04		5'UTR	1800821..1801070	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.05		3'UTR	1803709..1803792	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.05		5'UTR	1802086..1802661	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.05		5'UTR	1802140..1802661	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.06c	wtf17	CDS	complement(join(1805165..1805242,1805299..1805352,1805393..1805614,1805664..1805909,1806076..1806225,1806411..1806450))	2010-10-15							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20100928/
III	SPCC285.06c	wtf17	CDS	complement(join(1805166..1805242,1805299..1805352,1805393..1805614,1805664..1805909,1806076..1806225,1806411..1806450))	2020-05-01			PMID:28631610, PMID:30991417				https://curation.pombase.org/pombe-embl-repo/trunk/?p=6245
III	SPCC285.06c	wtf17	CDS	complement(join(1805169..1805242,1805299..1805352,1805393..1805614,1805664..1805909,1806076..1806225,1806411..1806450))	2010-09-28							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20100901/
III	SPCC285.07c		5'UTR	complement(1808535..1808756)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.07c	wtf18	CDS	complement(join(1807004..1807131,1807182..1807244,1807285..1807476,1807513..1807726,1807760..1807836,1807885..1808157,1808396..1808534))	2020-05-01			PMID:28631610, PMID:30991417				https://curation.pombase.org/pombe-embl-repo/trunk/?p=6245
III	SPCC285.07c	wtf18	CDS	complement(join(1807004..1807476,1807513..1807836,1807885..1808157,1808396..1808534))	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.08		3'UTR	1810260..1810336	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.08		5'UTR	1809290..1809364	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.08		5'UTR	1809346..1809364	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.09c		5'UTR	complement(1812630..1812646)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC285.09c		5'UTR	complement(1812632..1812646)	2023-01-12	PMID:18641648,PMID:20118936						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.10c		3'UTR	complement(1814240..1814334)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.10c		5'UTR	complement(1815482..1816000)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC285.10c		5'UTR	complement(1815484..1816000)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.10c		5'UTR	complement(1815484..1816059)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.11		3'UTR	1817573..1818035	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.11		5'UTR	1816063..1816101	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.12		5'UTR	1818341..1818423	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.12		5'UTR	1818365..1818423	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.13c		3'UTR	complement(1819027..1819116)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.13c		5'UTR	complement(1821326..1821448)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC285.13c		5'UTR	complement(1821328..1821448)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.13c		5'UTR	complement(1821328..1821452)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.14		5'UTR	1823311..1823373	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.14		5'UTR	1823315..1823373	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.15c		5'UTR	complement(1827361..1827487)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.15c	rps2802	3'UTR	complement(1826951..1827103)	2011-03-24	EMBL:D85030						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.16c		3'UTR	complement(1827717..1827801)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.16c		5'UTR	complement(1831682..1831715)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.17		3'UTR	1833061..1834097	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC285.17		5'UTR	1831913..1831982	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC285.17		5'UTR	1831952..1831982	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC290.02		3'UTR	1993846..1994035	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC290.02		5'UTR	1992539..1992765	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC290.02		5'UTR	1992605..1992765	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC290.03c		3'UTR	complement(1994202..1994321)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC290.03c		5'UTR	complement(1999315..1999428)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
III	SPCC290.03c		5'UTR	complement(1999317..1999428)	2011-03-24	PMID:18641648,PMID:20118936	PMID:30566651					https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC290.03c		5'UTR	complement(1999317..1999711)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC290.04		3'UTR	2003483..2004268	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC290.04		5'UTR	2001145..2001291	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC290.04		5'UTR	2001186..2001291	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC297.03		5'UTR	1878434..1878713	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC297.03		5'UTR	1878472..1878713	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
III	SPCC297.04c		5'UTR	complement(1882073..1882276)	2023-01-12	EMBL:AU010340						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
III	SPCC297.05		3'UTR	1885690..1885740	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
